id,source,title,url,deadline,description,scraped_at,fit,score,fit_reason,fit_match,call_summary,call_deadline
860c49ee727f,EIT Urban Mobility,Expert Support For Strategy Partnerships And Stakeholder Engagement 26 28,https://www.eiturbanmobility.eu/request-for-proposal/expert-support-for-strategy-partnerships-and-stakeholder-engagement-26-28/,29 June 2026,,2026-06-22T12:48:50.709633+00:00,MAYBE,6,"The tender aligns well with DevelopMinded's partnership strategy, stakeholder outreach, and market intelligence services, but is focused on supporting an EIT KIC's internal strategic operations rather than directly serving deep tech spinouts or grantees at TRL 4-7.",Partnership strategy and stakeholder outreach,"EIT Urban Mobility is seeking expert consultancy support to strengthen its strategic positioning, partnerships, and stakeholder engagement activities for its 2026–2028 Business Plan. The contractor must deliver strategic advisory services, stakeholder engagement design, multi-stakeholder facilitation, high-level event preparation, capacity-building, and analytical insights targeting both EIT UM internal teams and external ecosystem actors across European cities.",29 June 2026
ef3b8e96c85f,EIT Climate-KIC,NetZeroCities CESF Expert Support - Slovenia,https://www.climate-kic.org/wp-content/uploads/2026/06/RFP_2026_SGA2_Task-1.6-Slovenia2_publish.pdf,,"As part of the NetZeroCities City Expert Support Facility programme, Climate KIC is looking for an expert support to facilitate the Community of Practice of cities in the Republic of Slovenia.",2026-06-29T11:57:40.900626+00:00,NO,2,"This tender requires city-facing community of practice facilitation for municipal net-zero transitions in Slovenia, which is unrelated to DevelopMinded's technology commercialisation and deep tech startup support services.",none,"This call is part of the NetZeroCities City Expert Support Facility (CESF) programme run by EIT Climate-KIC, seeking an expert to facilitate a Community of Practice among cities in Slovenia working toward net-zero goals. The contractor must deliver facilitation, coordination, and peer-learning support for Slovenian municipalities within the NetZeroCities network.",
48f263e95e6d,EIT RawMaterials,Request for proposal: Event Management Services for the Expert Forum: REE & Battery Materials on 2…,https://www.eitrawmaterials.eu/articles/request-proposal-event-management-services-expert-forum-ree-battery-materials-2-5-november,,,2026-06-29T11:58:02.298189+00:00,NO,1,"This tender requires an event management agency for physical event production, logistics, and on-site delivery — none of which are services DevelopMinded offers.",none,"EIT RawMaterials is seeking an experienced event agency to plan, coordinate, produce, and deliver the Expert Forum on REE & Battery Materials in Turin, Italy (2-5 November 2026) for approximately 200 participants. The contractor must handle all aspects of venue coordination, audiovisual production, branding, participant management, catering, and on-site operational delivery.",
bc581ba76669,EIT RawMaterials,Request for Proposal: Event Management Services – Expert Forum: Green and Circular Metals on 29-30…,https://www.eitrawmaterials.eu/articles/request-proposal-event-management-services-expert-forum-green-and-circular-metals-29-30,,,2026-06-29T11:58:02.469579+00:00,NO,1,"This tender requires event management and logistics services for a physical conference, which is entirely outside DevelopMinded's service portfolio of technology commercialisation, investment readiness, and strategic consultancy.",none,"EIT RawMaterials is seeking an experienced event agency to plan, coordinate, produce, and deliver the Expert Forum: Green and Circular Metals in Amsterdam on 29-30 September 2026, expected to host approximately 150 participants. The contractor must concretely deliver venue and logistics coordination, participant registration management, audiovisual and streaming production, on-site operations, and speaker support throughout the two-day event.",
42d530b539b0,EIT Digital (28DIGITAL),Co-Creation Accelerator 2026-2027,https://28digital.eu/co-creation-accelerator-2026-2027/,,,2026-07-06T11:26:13.519933+00:00,MAYBE,5,"This is a startup accelerator program seeking deep tech ventures as applicants (not consultants), but DevelopMinded could support eligible client startups in preparing and submitting their applications to this EIT Digital co-creation program.",EU tender bid preparation,"The Co-Creation Accelerator 2026-2027 is an EIT Digital (28DIGITAL) program offering up to €250,000 in equity-based funding for early-stage digital startups (TRL 4-5+) to co-develop solutions with industry partners over 4 months. Contractors/applicants must be micro or small enterprises incorporated within the last 5 years in an EU/HE country, and must deliver a co-created solution addressing a defined industry challenge.",
4f8a1f7fea50,EIT Food,The Request for Proposals for a qualified supplier to act as the EIT Community Officer (ECO) for the EIT Community Hub in Serbia,https://www.eitfood.eu/open-calls/the-request-for-proposals-for-a-qualified-supplier-to-act-as-the-eit-community-officer-eco-for-the-eit-community-hub-in-serbia,"Deadline: July 21, 2026",,2026-07-06T11:26:19.191202+00:00,MAYBE,4,"This tender requires a Serbia-based legally registered entity to act as an on-the-ground EIT Community Hub coordinator, which is a local operational role rather than a strategic commercialisation or consultancy engagement — though DevelopMinded's partnership strategy, stakeholder outreach, and innovation ecosystem experience are partially relevant.",Partnership strategy and stakeholder outreach,"This RfP seeks a qualified supplier physically based in Serbia to serve as the EIT Community Officer for the EIT Community Hub in Serbia from August 2026 to December 2027, acting as the central coordination point for all nine EIT KICs. The contractor must implement joint EIT Community activities, engage local stakeholders, foster synergies between KICs, and maximise innovation uptake and community outreach in Serbia.","Deadline: July 21, 2026"
be87bfd16dfa,EIT Food,The Request for Proposals for a qualified supplier to act as the EIT Community Officer (ECO) for the EIT Community Hub in Estonia,https://www.eitfood.eu/open-calls/the-request-for-proposals-for-a-qualified-supplier-to-act-as-the-eit-community-officer-eco-for-the-eit-community-hub-in-estonia,"Deadline: July 21, 2026",,2026-07-06T11:26:19.191459+00:00,MAYBE,4,"This tender requires a locally registered Estonian entity to act as an EIT Community Hub operational coordinator, which is a staffing/representation role rather than DevelopMinded's core consultancy services, though there is partial overlap in stakeholder engagement and innovation ecosystem work.",Partnership strategy and stakeholder outreach,"This call seeks a qualified supplier physically based in Estonia to serve as the EIT Community Officer (ECO), acting as the central coordination and operational point for all nine EIT KIC activities in Estonia from August 2026 to December 2027. The contractor must implement joint innovation activities, engage local stakeholders, foster synergies between EIT KICs, and act as a one-stop shop for EIT Community presence in Estonia.","Deadline: July 21, 2026"
7e44e5780416,EIT Urban Mobility,Pio Tool It Support And Developments 26 28,https://www.eiturbanmobility.eu/request-for-proposal/pio-tool-it-support-and-developments-26-28/,20 July 2026,,2026-07-06T11:26:20.944901+00:00,NO,1,"This tender requires a Microsoft SharePoint and PowerApps technical IT development provider, which is entirely outside DevelopMinded's technology commercialisation and strategic consultancy services.",none,"EIT Urban Mobility is seeking a qualified IT supplier to provide technical support, maintenance, and development services for their internal PIO Tool environment, built on Microsoft SharePoint, PowerApps, Power BI, Adobe Sign, and the EIT Community Portal. The contractor must deliver hands-on IT development and ongoing technical maintenance of these Microsoft-based platforms.",20 July 2026
e2e29f72d3ed,EIT Urban Mobility,Provision Of Mobile Phone Services And Devices 26 28,https://www.eiturbanmobility.eu/request-for-proposal/provision-of-mobile-phone-services-and-devices-26-28/,16 July 2026,,2026-07-06T11:26:21.683435+00:00,NO,1,"This tender is for a mobile phone and telecommunications services provider, which is entirely unrelated to DevelopMinded's technology commercialisation and strategic consultancy services.",none,EIT Urban Mobility is procuring mobile network and internet services across European countries for the period 2026-2028. The contractor must provide mobile phone services and devices as a telecommunications operator.,16 July 2026
60e8f1114cf6,EIT RawMaterials,Request for Proposal: Lithium Value Chain Study: EU Supply–Demand Gap and Strategic Project…,https://www.eitrawmaterials.eu/articles/request-proposal-lithium-value-chain-study-eu-supply-demand-gap-and-strategic-project,"July 17th, 2026",,2026-07-06T11:26:40.026631+00:00,NO,2,"This tender requires deep commodity market research and geopolitical supply chain analysis for lithium, which is far outside DevelopMinded's core services in technology commercialisation, investment readiness, and startup/spinout support.",none,"EIT RawMaterials is commissioning a comprehensive study on the EU lithium value chain, covering supply-demand gaps, end-use sector analysis (batteries, EVs, ESS, etc.), and identification of strategic investment projects outside the EU. The contractor must deliver an integrated global overview of the lithium value chain with quantitative demand/supply projections and prioritised third-country project recommendations to guide EU Delegations.","July 17th, 2026"
